serial	tag_date	user_token	tag	from_type	origin	origin_desc	tag_freq	last_at	created_at	updated_at
NULL	2021-12-19	U03a06424dfd6b76989affd8b0e86542a	D巨石套餐	3	event	keyword	1	2021-12-18 21:08:15	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U03a06424dfd6b76989affd8b0e86542a	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 21:08:13	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U049af156598b48309a201941221919ac	D剝皮辣椒雞肉烏龍麵	3	event	keyword	1	2021-12-18 18:47:13	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U049af156598b48309a201941221919ac	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 18:47:15	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U049af156598b48309a201941221919ac	I觸發生日禮業務	3	event	keyword	1	2021-12-18 18:46:53	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U04ad68b9467cfa4376d2c09fe901e303	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 16:42:23	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U054babbd1b21b3e7a41e5bd1b5d168d7	E202112筷吃丸亀日	3	event	keyword	1	2021-12-18 19:33:43	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U054babbd1b21b3e7a41e5bd1b5d168d7	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 19:33:54	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	A填寫個人資料完成	3	event	keyword	1	2021-12-18 16:46:12	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	A大潤發中壢店	3	event	keyword	1	2021-12-18 16:46:32	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	A好友加入2005	3	event	keyword	1	2021-12-18 16:44:20	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	A桃竹苗	3	event	keyword	1	2021-12-18 16:46:11	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	Ａ生日OK2005	3	event	keyword	1	2021-12-18 16:46:06	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	B店鋪資訊	3	event	keyword	1	2021-12-18 16:55:07	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	D剝皮辣椒雞肉烏龍麵	3	event	keyword	2	2021-12-18 16:54:22	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 16:55:11	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	I觸發我的優惠禮物盒	3	event	keyword	2	2021-12-18 16:54:26	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05733f37e7f39adf2b2ade0ca13f7fb9	I豆皮蝦211213	3	event	keyword	1	2021-12-18 16:54:40	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05b0884901e1d6924086afe40b9a32eb	C進入我有話要說腳本2005	3	event	keyword	1	2021-12-18 15:52:20	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U05b0884901e1d6924086afe40b9a32eb	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 15:52:17	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U060ec6f555c8d18a08f7ac54713cd6b9	D剝皮辣椒雞肉烏龍麵	3	event	keyword	1	2021-12-18 11:49:29	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U067d8cb1b9ec89ca81859e5d5d12023d	A北北基	3	event	keyword	1	2021-12-18 14:43:27	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U067d8cb1b9ec89ca81859e5d5d12023d	A填寫個人資料完成	3	event	keyword	1	2021-12-18 14:43:27	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U067d8cb1b9ec89ca81859e5d5d12023d	A好友加入2005	3	event	keyword	1	2021-12-18 14:42:51	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U067d8cb1b9ec89ca81859e5d5d12023d	A捷運新店店	3	event	keyword	1	2021-12-18 14:43:39	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U067d8cb1b9ec89ca81859e5d5d12023d	Ａ生日OK2005	3	event	keyword	1	2021-12-18 14:43:23	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U06830e75b1f4563fbd757db7fec66095	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 14:03:07	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U06c9daddd9de9b6583590fe8f9b41b92	D巨石套餐	3	event	keyword	1	2021-12-18 20:53:11	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	A填寫個人資料完成	3	event	keyword	1	2021-12-18 17:54:22	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	A好友加入2005	3	event	keyword	1	2021-12-18 17:54:01	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	A家樂福桃園經國店	3	event	keyword	1	2021-12-18 17:54:27	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	A桃竹苗	3	event	keyword	1	2021-12-18 17:54:22	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	Ａ生日OK2005	3	event	keyword	1	2021-12-18 17:54:19	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	D巨石套餐	3	event	keyword	1	2021-12-18 17:57:55	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U078bc889afb6ad3254bc59f1a06692c6	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 17:55:15	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0791af34b44a3c45197cb8efc74f6982	A中彰投	3	event	keyword	1	2021-12-18 20:52:34	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0791af34b44a3c45197cb8efc74f6982	A台中麗寶店	3	event	keyword	1	2021-12-18 20:52:41	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0791af34b44a3c45197cb8efc74f6982	A填寫個人資料完成	3	event	keyword	1	2021-12-18 20:52:34	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0791af34b44a3c45197cb8efc74f6982	A好友加入2005	3	event	keyword	1	2021-12-18 20:52:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0791af34b44a3c45197cb8efc74f6982	Ａ生日OK2005	3	event	keyword	1	2021-12-18 20:52:30	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0791af34b44a3c45197cb8efc74f6982	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 21:14:46	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U07e1abdb3cbd0c7498801928f5a27ab8	A北北基	3	event	keyword	1	2021-12-18 13:03:12	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U07e1abdb3cbd0c7498801928f5a27ab8	A填寫個人資料完成	3	event	keyword	1	2021-12-18 13:03:12	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U07e1abdb3cbd0c7498801928f5a27ab8	A好友加入2005	3	event	keyword	1	2021-12-18 13:02:28	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U07e1abdb3cbd0c7498801928f5a27ab8	A家樂福桂林店	3	event	keyword	1	2021-12-18 13:03:17	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U07e1abdb3cbd0c7498801928f5a27ab8	Ａ生日OK2005	3	event	keyword	1	2021-12-18 13:03:07	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U07fcc827dfa6909ad7cc91f9b6451561	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 16:58:47	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	D剝皮辣椒雞肉烏龍麵	3	event	keyword	1	2021-12-18 11:28:18	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	E2110鬼滅之刃特別餐點	3	event	keyword	2	2021-12-18 12:03:17	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	I觸發使用加入禮	3	event	keyword	1	2021-12-18 12:03:34	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	I觸發使用生日禮	3	event	keyword	1	2021-12-18 12:04:19	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	I觸發加入禮業務	3	event	keyword	1	2021-12-18 12:03:29	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 12:03:22	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	I觸發生日禮業務	3	event	keyword	1	2021-12-18 12:04:15	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U080ed971bc0c6fec897142426f37e0fd	I豆皮蝦211213	3	event	keyword	1	2021-12-18 12:04:07	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	A填寫個人資料完成	3	event	keyword	1	2021-12-18 22:15:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	A家樂福內壢店	3	event	keyword	1	2021-12-18 22:15:12	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	A桃竹苗	3	event	keyword	1	2021-12-18 22:15:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	Ａ生日OK2005	3	event	keyword	1	2021-12-18 22:14:59	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	A臉書好友加入2005	3	event	keyword	1	2021-12-18 22:14:41	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	I觸發使用生日禮	3	event	keyword	1	2021-12-18 22:15:42	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 22:15:34	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	I觸發生日禮業務	3	event	keyword	1	2021-12-18 22:15:37	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08249881bc2dfb7d65e00675e99e22f3	I觸發補領生日禮	3	event	keyword	1	2021-12-18 22:15:55	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0874c8ea0abd19ff407cadf483668147	F菜單查詢2005	3	event	keyword	1	2021-12-18 20:50:47	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0874c8ea0abd19ff407cadf483668147	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 20:51:00	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0874c8ea0abd19ff407cadf483668147	I觸發生日禮業務	3	event	keyword	1	2021-12-18 20:51:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0874c8ea0abd19ff407cadf483668147	I觸發補領生日禮	3	event	keyword	1	2021-12-18 20:51:11	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	A北北基	3	event	keyword	1	2021-12-18 19:33:39	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	A填寫個人資料完成	3	event	keyword	1	2021-12-18 19:33:39	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	A板橋大遠百店	3	event	keyword	1	2021-12-18 19:33:49	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	Ａ生日OK2005	3	event	keyword	1	2021-12-18 19:33:36	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	A臉書好友加入2005	3	event	keyword	1	2021-12-18 19:31:34	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 19:40:36	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U08f5d77598c3daf216dd5fe1a168eb11	I觸發我的優惠禮物盒	3	event	keyword	2	2021-12-18 19:41:33	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	A北北基	3	event	keyword	1	2021-12-18 12:55:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	A填寫個人資料完成	3	event	keyword	1	2021-12-18 12:55:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	A好友加入2005	3	event	keyword	1	2021-12-18 12:53:40	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	A家樂福桂林店	3	event	keyword	1	2021-12-18 12:55:08	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	Ａ生日OK2005	3	event	keyword	1	2021-12-18 12:54:58	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	D巨石套餐	3	event	keyword	1	2021-12-18 13:38:37	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 13:38:31	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	I觸發加入禮業務	3	event	keyword	2	2021-12-18 13:39:37	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 13:39:28	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	I觸發生日禮業務	3	event	keyword	1	2021-12-18 13:39:46	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09022e666babcb0fed3c44a6dc52e5c1	I觸發補領生日禮	3	event	keyword	1	2021-12-18 13:39:55	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U093609cd219a7bc754fe81ed0ac91965	E202112筷吃丸亀日	3	event	keyword	1	2021-12-18 13:42:46	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0958e3be94ba09c407f4e23d6d70e2d1	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 09:16:43	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0958e3be94ba09c407f4e23d6d70e2d1	I觸發我的優惠禮物盒	3	event	keyword	1	2021-12-18 09:17:17	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0958e3be94ba09c407f4e23d6d70e2d1	I豆皮蝦211213	3	event	keyword	1	2021-12-18 09:17:23	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09d603e981b436dfef5bb847bc7eafee	C進入我有話要說腳本2005	3	event	keyword	1	2021-12-18 13:17:14	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09d603e981b436dfef5bb847bc7eafee	D剝皮辣椒雞肉烏龍麵	3	event	keyword	2	2021-12-18 11:20:36	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09d603e981b436dfef5bb847bc7eafee	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 11:20:52	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09d603e981b436dfef5bb847bc7eafee	I觸發我的優惠禮物盒	3	event	keyword	2	2021-12-18 13:17:13	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09d603e981b436dfef5bb847bc7eafee	I觸發生日禮業務	3	event	keyword	1	2021-12-18 11:21:16	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U09d603e981b436dfef5bb847bc7eafee	I豆皮蝦211213	3	event	keyword	1	2021-12-18 11:21:18	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0a60ec0cfc87581c05541a96e791d44c	B店鋪資訊	3	event	keyword	3	2021-12-18 15:58:19	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0a73a02793656d37e43f92fc0ae6a2e1	A填寫個人資料完成	3	event	keyword	1	2021-12-18 18:57:23	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0a73a02793656d37e43f92fc0ae6a2e1	A大潤發中壢店	3	event	keyword	1	2021-12-18 18:57:27	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0a73a02793656d37e43f92fc0ae6a2e1	A好友加入2005	3	event	keyword	1	2021-12-18 18:55:40	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0a73a02793656d37e43f92fc0ae6a2e1	A桃竹苗	3	event	keyword	1	2021-12-18 18:57:23	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0a73a02793656d37e43f92fc0ae6a2e1	Ａ生日OK2005	3	event	keyword	1	2021-12-18 18:57:18	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	A北北基	3	event	keyword	1	2021-12-18 18:27:05	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	A填寫個人資料完成	3	event	keyword	1	2021-12-18 18:27:05	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	A好友加入2005	3	event	keyword	1	2021-12-18 18:26:40	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	A新光三越台北天母店	3	event	keyword	1	2021-12-18 18:27:14	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	Ａ生日OK2005	3	event	keyword	1	2021-12-18 18:26:59	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	D禰之套餐	3	event	keyword	1	2021-12-18 19:45:59	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0aa76879d026bc6fbde7f958610dd8be	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 18:27:57	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0beaf9fe21156c6937539ae42f5b90ca	A填寫個人資料完成	3	event	keyword	1	2021-12-18 18:31:58	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0beaf9fe21156c6937539ae42f5b90ca	A好友加入2005	3	event	keyword	1	2021-12-18 18:31:26	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0beaf9fe21156c6937539ae42f5b90ca	A新光三越嘉義垂楊店	3	event	keyword	1	2021-12-18 18:32:02	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0beaf9fe21156c6937539ae42f5b90ca	Ａ生日OK2005	3	event	keyword	1	2021-12-18 18:31:54	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0beaf9fe21156c6937539ae42f5b90ca	A雲嘉南	3	event	keyword	1	2021-12-18 18:31:58	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0c2eede5759e9a769eb5b84c65e46b64	A好友加入2005	3	event	keyword	1	2021-12-18 14:03:24	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0c4f82c03cff67676d8da73b6c0555f4	D剝皮辣椒雞肉烏龍麵	3	event	keyword	1	2021-12-18 14:29:04	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0c6964922039b80eac99f2211c80292a	E202112筷吃丸亀日	3	event	keyword	1	2021-12-18 18:16:28	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0cd930d5375a63dc7a05a0ded59fc0f6	E2110鬼滅之刃特別餐點	3	event	keyword	1	2021-12-18 14:18:02	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0cd930d5375a63dc7a05a0ded59fc0f6	I觸發我的優惠禮物盒	3	event	keyword	2	2021-12-18 14:18:22	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0cd930d5375a63dc7a05a0ded59fc0f6	I豆皮蝦211213	3	event	keyword	1	2021-12-18 14:18:26	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0cd9d9726ec75fa931c1410234d61fe1	I觸發使用加入禮	3	event	keyword	1	2021-12-18 17:55:22	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0d98809f584bebd2d3b120136c02dc8b	A填寫個人資料完成	3	event	keyword	1	2021-12-18 21:49:44	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0d98809f584bebd2d3b120136c02dc8b	Ａ生日OK2005	3	event	keyword	1	2021-12-18 21:49:37	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0d98809f584bebd2d3b120136c02dc8b	A臉書好友加入2005	3	event	keyword	1	2021-12-18 21:49:09	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0d98809f584bebd2d3b120136c02dc8b	A高屏	3	event	keyword	1	2021-12-18 21:49:44	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0d98809f584bebd2d3b120136c02dc8b	A高雄漢神巨蛋店	3	event	keyword	1	2021-12-18 21:49:55	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0dd74d99c91f826b494ff12e1f410a85	I觸發使用加入禮	3	event	keyword	1	2021-12-18 19:19:14	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0dfcc3fc584e398a4bca5d88b5a61af1	D剝皮辣椒雞肉烏龍麵	3	event	keyword	4	2021-12-18 20:03:58	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0e316f61b01d93c3319eba821dd7eee4	I觸發使用加入禮	3	event	keyword	1	2021-12-18 15:25:38	2021-12-19 02:27:38	2021-12-19 02:27:38
NULL	2021-12-19	U0e316f61b01d93c3319eba821dd7eee4	I觸發加入禮業務	3	event	keyword	1	2021-12-18 15:25:35	2021-12-19 02:27:38	2021-12-19 02:27:38
