serial	tag_date	user_token	tag	from_type	origin	origin_desc	action	last_at	created_at	updated_at
NULL	2021-12-18	U0647c1f817979664498932f49162dd4d	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 18:10:14	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0647c1f817979664498932f49162dd4d	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 18:10:14	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0647c1f817979664498932f49162dd4d	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 18:10:14	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U080a56ced2ca54c90515289e5f7f163a	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U080a56ced2ca54c90515289e5f7f163a	五行杯活動_主選單_下一頁(未綁定)	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U08fae52028a769a0104e2a9d8ea4bbdb	0906_居家威士忌學堂四_酒廠巡禮下_達爾維尼	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U08fae52028a769a0104e2a9d8ea4bbdb	0906_居家威士忌學堂四_酒廠巡禮下互動者	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U091db9f978ddd7a22406ce69b93420c0	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:14:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U091db9f978ddd7a22406ce69b93420c0	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:14:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U091db9f978ddd7a22406ce69b93420c0	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:14:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0961b112819647aaed7a01b9979b694e	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 14:49:49	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0961b112819647aaed7a01b9979b694e	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 14:49:49	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0961b112819647aaed7a01b9979b694e	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 14:49:49	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0980d168d0009945a477dd8e275426d7	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 22:48:36	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0980d168d0009945a477dd8e275426d7	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 22:48:36	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0980d168d0009945a477dd8e275426d7	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 22:48:36	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0ba09755206d06c600ce4e6a80a5265e	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:16:37	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0ba09755206d06c600ce4e6a80a5265e	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:16:37	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0bfdde7b7548108e3a71fdd5153b7df3	1213泰斯卡品酩會新竹場_按鈕	1	event	other	1	2021-12-17 18:35:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0bfdde7b7548108e3a71fdd5153b7df3	1213泰斯卡品酩會新竹場互動者	1	event	other	1	2021-12-17 18:35:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0bfdde7b7548108e3a71fdd5153b7df3	對Talisker有興趣者	1	event	other	2	2021-12-17 18:35:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c39a07b8050eda26f33cb3e83b088af	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 16:14:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c39a07b8050eda26f33cb3e83b088af	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 16:14:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c39a07b8050eda26f33cb3e83b088af	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 16:14:56	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c3f0e14b9e26601245f7cbc203884bc	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 00:43:29	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c3f0e14b9e26601245f7cbc203884bc	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 00:44:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c3f0e14b9e26601245f7cbc203884bc	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 00:44:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0c3f0e14b9e26601245f7cbc203884bc	已滿18歲	6	event	role	1	2021-12-17 00:43:25	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0d0bd18f2e5ac8230426a6e214c4cc91	0906_居家威士忌學堂四_酒廠巡禮下_觀看多影片	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0d0bd18f2e5ac8230426a6e214c4cc91	0906_居家威士忌學堂四_酒廠巡禮下互動者	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0d0bd18f2e5ac8230426a6e214c4cc91	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0d4b5f71b1b4ac16c8b5c2ed63510c6f	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 15:14:40	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0d4b5f71b1b4ac16c8b5c2ed63510c6f	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 15:14:40	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0d4b5f71b1b4ac16c8b5c2ed63510c6f	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 15:14:40	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0dbbb90a6e937372d622876406c7a2a9	0906_居家威士忌學堂四_酒廠巡禮下_歐本	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0dbbb90a6e937372d622876406c7a2a9	0906_居家威士忌學堂四_酒廠巡禮下互動者	14	event	expiry	3	2021-12-17 01:01:27	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0dbbb90a6e937372d622876406c7a2a9	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0dd513c43876e67f053e146ebcce2156	五行杯活動_主選單_下一頁(未綁定)	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U0f13301a430ac35c3b0eb869ab8e52a5	已滿18歲	6	event	role	1	2021-12-17 19:19:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1025872ca4ba5258d2106dd9ff71b178	已滿18歲	6	event	role	1	2021-12-17 21:35:29	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1104bb857c53b720c6b999342c03a149	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 00:29:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1104bb857c53b720c6b999342c03a149	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 00:29:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1104bb857c53b720c6b999342c03a149	已滿18歲	6	event	role	1	2021-12-17 00:29:05	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U13e373e319ac966846cf132b175e5cca	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:34:34	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U13e373e319ac966846cf132b175e5cca	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 23:34:34	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U13e373e319ac966846cf132b175e5cca	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 23:34:34	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U13e373e319ac966846cf132b175e5cca	已滿18歲	6	event	role	1	2021-12-17 23:34:15	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U14afc212d2abcc75ee86756b209341ed	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 22:55:34	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U14afc212d2abcc75ee86756b209341ed	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:55:34	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U14afc212d2abcc75ee86756b209341ed	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:55:34	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U16612e1b25cbd7f577e94b189da0fc4d	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 20:51:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U16612e1b25cbd7f577e94b189da0fc4d	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 20:51:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U16612e1b25cbd7f577e94b189da0fc4d	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 20:51:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18890e346e0de7d0344faeea02c6f059	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:29:56	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18890e346e0de7d0344faeea02c6f059	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:29:56	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18890e346e0de7d0344faeea02c6f059	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:29:57	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U189a79fc00605526a10cab35a8f9ff99	已滿18歲	6	event	role	1	2021-12-17 10:43:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18a8a48f5037ad636695609c1d71f4d4	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 00:41:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18a8a48f5037ad636695609c1d71f4d4	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 00:41:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18a8a48f5037ad636695609c1d71f4d4	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 00:41:24	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18c6e08f37941b2a7a60835d27b2e790	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:27:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18c6e08f37941b2a7a60835d27b2e790	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:27:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18c6e08f37941b2a7a60835d27b2e790	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:27:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U18c6e08f37941b2a7a60835d27b2e790	已滿18歲	6	event	role	1	2021-12-17 20:09:58	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U19d6ee41e1b546c80c94419fdb2f64c6	1214_慕星計畫提醒互動者	1	event	other	1	2021-12-17 23:23:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U19d6ee41e1b546c80c94419fdb2f64c6	1214慕星計畫提醒_大圖	1	event	other	1	2021-12-17 23:23:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U19d6ee41e1b546c80c94419fdb2f64c6	對Mortlach有興趣者	1	event	other	1	2021-12-17 23:23:30	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U19d6ee41e1b546c80c94419fdb2f64c6	慕星計畫RM	1	event	other	1	2021-12-17 18:55:11	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1a537fc8138e62c133032710c38ef562	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 11:54:54	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1a537fc8138e62c133032710c38ef562	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 11:54:54	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1a537fc8138e62c133032710c38ef562	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 11:54:55	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b17749c0d7382e8f254c3039eb982a7	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 10:22:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b17749c0d7382e8f254c3039eb982a7	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 10:22:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b17749c0d7382e8f254c3039eb982a7	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 10:22:19	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b1fc779d81b5f199032b1129ad94ec0	已滿18歲	6	event	role	1	2021-12-17 20:01:48	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b5099557ee3a53a7e10410a95da7cfa	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 22:23:35	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b5099557ee3a53a7e10410a95da7cfa	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:23:35	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1b5099557ee3a53a7e10410a95da7cfa	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:23:35	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1c236dd19d140f92ed8f709d155b391b	對Mortlach有興趣者	1	event	other	2	2021-12-17 20:06:03	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1c236dd19d140f92ed8f709d155b391b	慕星計畫RM	1	event	other	2	2021-12-17 20:06:03	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1da78fe18383d1cabfb93f82fb248dc6	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 23:56:02	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1da78fe18383d1cabfb93f82fb248dc6	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:56:02	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1da78fe18383d1cabfb93f82fb248dc6	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 23:56:02	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1da78fe18383d1cabfb93f82fb248dc6	已滿18歲	6	event	role	1	2021-12-17 21:27:18	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1dd0c6a4a57cdc14fd2e2b294a0fdc54	已滿18歲	6	event	role	1	2021-12-17 11:21:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1e49fd99fe438a48274d3cb1c679166b	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:37:47	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1e49fd99fe438a48274d3cb1c679166b	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:37:47	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1e49fd99fe438a48274d3cb1c679166b	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:37:47	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1fffa3b5c229b2b2718b57e8778d8c47	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 21:09:29	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1fffa3b5c229b2b2718b57e8778d8c47	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:09:29	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1fffa3b5c229b2b2718b57e8778d8c47	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:09:29	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U1fffa3b5c229b2b2718b57e8778d8c47	已滿18歲	6	event	role	1	2021-12-17 21:06:17	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U20df119145e93ea05010af4f41dd6689	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 20:44:13	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U20df119145e93ea05010af4f41dd6689	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 20:44:13	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U20df119145e93ea05010af4f41dd6689	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 20:44:13	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U21bc80edead62b5c2c516f213376b3c3	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:44:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U21bc80edead62b5c2c516f213376b3c3	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:44:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U21bc80edead62b5c2c516f213376b3c3	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:44:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U21f224fe7c1ce8f9b9d7602d1f638259	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 22:52:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U21f224fe7c1ce8f9b9d7602d1f638259	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:52:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U21f224fe7c1ce8f9b9d7602d1f638259	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:52:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2221dd34ceaab1fe641579191b91c0c0	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U222745c1aa7500bbc292bd00931d7dfe	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 22:31:06	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U222745c1aa7500bbc292bd00931d7dfe	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 22:31:06	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U222745c1aa7500bbc292bd00931d7dfe	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 22:31:06	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U222ad139ca7d956a0f06de741330126c	BARHUNTER_JW_RM	1	event	other	2	2021-12-17 20:09:14	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U222ad139ca7d956a0f06de741330126c	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 20:09:14	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U222ad139ca7d956a0f06de741330126c	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 20:09:14	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U229ad2828f15a602b10c307ba66ac259	1206_LT倒數提醒_按鈕	1	event	other	1	2021-12-17 13:03:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U229ad2828f15a602b10c307ba66ac259	1206_LT倒數提醒互動者	1	event	other	1	2021-12-17 13:03:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U229ad2828f15a602b10c307ba66ac259	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 13:03:10	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U238698c4de23bc9195e7a55cff4f0cc5	銷售據點	1	event	other	1	2021-12-17 20:13:59	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2443a149be5f2b83ecfe70458b453adc	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 00:29:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2443a149be5f2b83ecfe70458b453adc	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 00:29:21	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U2443a149be5f2b83ecfe70458b453adc	已滿18歲	6	event	role	1	2021-12-17 00:29:04	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U24ea7bac58beb9c4648f9949acfb8561	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 21:37:07	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U24ea7bac58beb9c4648f9949acfb8561	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 21:37:08	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U24ea7bac58beb9c4648f9949acfb8561	對JOHNNIEWALKER有興趣者	1	event	other	2	2021-12-17 21:37:08	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U253395a150daf228c556ed344039fef4	對BarkemonGO有興趣者	1	event	other	1	2021-12-17 15:36:58	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U253395a150daf228c556ed344039fef4	對JOHNNIEWALKER有興趣者	1	event	other	1	2021-12-17 15:36:58	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U25ccaaad8a5eba646bf5188d1cfc4325	會員綁定	6	event	role	1	2021-12-17 20:34:39	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U25d5f8fe21215ff4a9e64f2de09d7f9e	五行杯活動_主選單	14	event	expiry	3	2021-12-17 01:01:26	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U27b11eb6636d84172dd511a4c80c4c4d	BARHUNTER_JW_RM	1	event	other	1	2021-12-17 23:02:15	2021-12-18 04:17:08	2021-12-18 04:17:08
NULL	2021-12-18	U27b11eb6636d84172dd511a4c80c4c4d	對BarkemonGO有興趣者	1	event	other	2	2021-12-17 23:02:15	2021-12-18 04:17:08	2021-12-18 04:17:08
